Name,Team,Position,PA,EV,HH%,wOBA,xwOBA,Trend,playerElo
Donnie Hart,New York Mets,SP,29,85.8,36.4,0.199,0.325,-18,981.6311584553928
Dennis Santana,Los Angeles Dodgers,SP,27,86.4,26.7,0.417,0.364,-18,981.6311584553928
Daniel Stumpf,Detroit Tigers,RP,130,90.3,46.1,0.368,0.336,17,980.6311584553928
Sean Reid-Foley,Toronto Blue Jays,SP,150,89.1,36.7,0.355,0.338,-7,980.6311584553928
Jonathan Loaisiga,New York Yankees,RP,105,89.5,39.4,0.361,0.332,-12,980.6311584553928
Eric Skoglund,Kansas City Royals,SP,50,90.7,45.2,0.416,0.409,-20,979.6311584553928
Trey Wingenter,San Diego Padres,RP,196,89.1,37.3,0.286,0.294,-60,979.6311584553928
Huascar Ynoa,Atlanta Braves,SP,16,91.1,50,0.486,0.374,-20,979.6311584553928
Ryan Borucki,Toronto Blue Jays,SP,40,93.8,53.6,0.542,0.457,-22,977.6311584553928
Jon Duplantier,Arizona Diamondbacks,RP,126,88.7,40.5,0.34,0.36,-39,977.6311584553928
Dillon Maples,Chicago Cubs,RP,45,85.4,36.8,0.352,0.362,-22,977.6311584553928
Hector Santiago,Chicago White Sox,RP,115,87.9,35.5,0.383,0.365,37,977.6311584553928
John Schreiber,Detroit Tigers,RP,30,87.8,42.1,0.471,0.421,-22,977.6311584553928
Daniel Norris,Detroit Tigers,SP,578,90.3,42.1,0.347,0.339,38,977.6311584553928
Brad Boxberger,Kansas City Royals,RP,122,85.3,33.8,0.329,0.311,-2,977.6311584553928
Conner Menez,San Francisco Giants,SP,62,85.4,25.7,0.385,0.353,-15,977.6311584553928
Jefry Rodriguez,Cleveland Indians,SP,190,90.2,43.9,0.328,0.336,3,977.6311584553928
Steven Matz,New York Mets,SP,598,88.2,38.9,0.325,0.322,15,976.6311584553928
Tyler Alexander,Detroit Tigers,RP,167,89.7,36.8,0.346,0.313,9,976.6311584553928
Jaime Schultz,Los Angeles Dodgers,SP,22,91.6,43.8,0.416,0.359,-23,976.6311584553928
Adrian Morejon,San Diego Padres,SP,42,90.5,50,0.44,0.398,-23,976.6311584553928
Tanner Anderson,Oakland Athletics,SP,105,88.6,43,0.345,0.35,-28,975.6311584553928
Lou Trivino,Oakland Athletics,RP,264,85.8,32,0.337,0.297,-25,975.6311584553928
T.J. McFarland,Arizona Diamondbacks,RP,240,87.3,39.9,0.358,0.357,-38,975.6311584553928
Jacob Rhame,New York Mets,RP,30,87.2,31.3,0.368,0.381,-24,975.6311584553928
Cionel Perez,Houston Astros,RP,40,94.2,48.4,0.377,0.353,-25,974.6311584553928
Wes Parsons,Colorado Rockies,RP,118,89.9,42.5,0.363,0.406,19,974.6311584553928
Chris Rusin,Colorado Rockies,SP,9,88.8,50,0.767,0.669,-25,974.6311584553928
Taylor Hearn,Texas Rangers,SP,8,92.3,50,0.718,0.557,-25,974.6311584553928
Chad Sobotka,Atlanta Braves,RP,127,90.1,31.4,0.36,0.333,-16,974.6311584553928
Austin Brice,Miami Marlins,RP,199,88,35.9,0.295,0.291,-21,974.6311584553928
Jakob Junis,Kansas City Royals,SP,754,90,41.1,0.34,0.345,-3,974.6311584553928
Kyle Bird,Texas Rangers,RP,65,88.9,30.6,0.415,0.411,-11,974.6311584553928
Luke Farrell,Texas Rangers,SP,21,85.6,23.1,0.223,0.276,-25,974.6311584553928
Alex Wood,Cincinnati Reds,SP,153,87.8,33.6,0.386,0.37,4,974.6311584553928
Wade Miley,Houston Astros,SP,666,87.2,32.9,0.308,0.298,-71,973.6311584553928
Luis Ortiz,Baltimore Orioles,SP,18,93.4,44.4,0.53,0.497,-26,973.6311584553928
Jordan Lyles,Milwaukee Brewers,SP,534,88.9,40.7,0.33,0.312,32,973.6311584553928
Chris Mazza,New York Mets,RP,58,92.2,59.1,0.457,0.427,-20,973.6311584553928
Adbert Alzolay,Chicago Cubs,SP,60,87.9,37.8,0.392,0.358,-39,973.6311584553928
Lucas Sims,Cincinnati Reds,RP,142,87.2,29.9,0.316,0.26,-7,972.6311584553928
Luke Bard,Los Angeles Angels,RP,164,86.8,29.1,0.328,0.337,10,972.6311584553928
Paul Fry,Baltimore Orioles,RP,228,87.4,36.9,0.324,0.32,-53,972.6311584553928
Fernando Romero,Minnesota Twins,RP,48,88.3,41.9,0.42,0.392,-27,972.6311584553928
Pablo Lopez,Miami Marlins,SP,377,87.2,36.3,0.308,0.305,-27,972.6311584553928
Enyel De Los Santos,Philadelphia Phillies,SP,46,86.2,31.3,0.42,0.396,-28,971.6311584553928
Caleb Smith,Miami Marlins,SP,550,87.9,37.4,0.304,0.317,22,971.6311584553928
Reynaldo Lopez,Chicago White Sox,SP,710,88.7,37.9,0.343,0.332,23,971.6311584553928
Dustin May,Los Angeles Dodgers,SP,108,86.8,37.3,0.303,0.338,-35,971.6311584553928
Jason Vargas,Philadelphia Phillies,SP,583,85.9,32.9,0.317,0.317,-7,971.6311584553928
Victor Alcantara,Detroit Tigers,RP,168,90.5,42.7,0.364,0.377,-40,971.6311584553928
Wade Davis,Colorado Rockies,RP,197,89.4,34.4,0.359,0.345,-21,970.6311584553928
Thyago Vieira,Chicago White Sox,RP,37,87.6,29.2,0.363,0.387,-29,970.6311584553928
Nick Burdi,Pittsburgh Pirates,RP,39,88.1,40,0.347,0.235,-30,969.6311584553928
Chase Anderson,Milwaukee Brewers,SP,533,86.4,33.1,0.334,0.323,8,969.6311584553928
Javy Guerra,San Diego Padres,RP,12,96.1,55.6,0.805,0.627,-30,969.6311584553928
Hunter Strickland,Washington Nationals,RP,73,88.1,30,0.323,0.317,6,969.6311584553928
Greg Holland,Arizona Diamondbacks,RP,152,89.3,36.8,0.299,0.292,-53,969.6311584553928
Tanner Scott,Baltimore Orioles,RP,96,93.1,46,0.402,0.372,49,969.6311584553928
Kyle Wright,Atlanta Braves,SP,82,90.8,48.1,0.439,0.426,-45,969.6311584553928
Richard Bleier,Baltimore Orioles,RP,196,88.8,40.1,0.354,0.292,-18,968.6311584553928
Nick Rumbelow,Seattle Mariners,SP,9,97.9,50,0.617,0.668,-31,968.6311584553928
Trevor Richards,Tampa Bay Rays,SP,562,87.1,34.7,0.32,0.314,51,968.6311584553928
Felix Pena,Los Angeles Angels,SP,407,88.7,36.8,0.301,0.327,32,968.6311584553928
Tyler Mahle,Cincinnati Reds,SP,480,88.8,38,0.325,0.31,19,968.6311584553928
Tyler Kinley,Miami Marlins,RP,199,87.6,33.6,0.325,0.322,15,968.6311584553928
Kyle Gibson,Minnesota Twins,SP,646,87.7,37.4,0.323,0.321,-7,968.6311584553928
Edgar Garcia,Philadelphia Phillies,RP,144,89.2,42.7,0.396,0.374,-18,967.6311584553928
Dan Otero,Cleveland Indians,RP,119,89.1,34.3,0.375,0.354,-16,967.6311584553928
Stephen Tarpley,New York Yankees,RP,98,90.1,45.8,0.423,0.371,7,967.6311584553928
Reymin Guduan,Houston Astros,RP,27,97.3,58.8,0.499,0.514,-32,967.6311584553928
Joe Biagini,Houston Astros,RP,275,88.2,33.5,0.366,0.356,-34,967.6311584553928
Javy Guerra,Toronto Blue Jays,RP,258,89.1,37.2,0.308,0.305,-32,967.6311584553928
Michael Wacha,St. Louis Cardinals,SP,515,87.4,35,0.364,0.35,66,966.6311584553928
Ben Lively,Kansas City Royals,SP,6,88,40,0.624,0.645,-33,966.6311584553928
Tyler Olson,Cleveland Indians,RP,140,84.5,24.5,0.346,0.3,11,966.6311584553928
Carlos Rodon,Chicago White Sox,SP,158,89.3,39.4,0.31,0.289,-25,966.6311584553928
Austin Adams,Detroit Tigers,RP,80,91.7,47.2,0.384,0.371,10,965.6311584553928
Jose Urena,Miami Marlins,SP,336,90.4,38.9,0.343,0.337,-34,965.6311584553928
A.J. Cole,Cleveland Indians,RP,118,85.7,22.5,0.345,0.281,40,965.6311584553928
Brad Wieck,Chicago Cubs,RP,121,91.4,44.6,0.344,0.324,-5,965.6311584553928
Brooks Pounders,New York Mets,RP,34,87.8,46.2,0.368,0.357,-35,964.6311584553928
Josh Lucas,Baltimore Orioles,RP,69,88.5,37,0.29,0.297,21,964.6311584553928
Alex Cobb,Baltimore Orioles,SP,60,94.9,60,0.527,0.55,-47,964.6311584553928
Hector Velazquez,Boston Red Sox,RP,220,88.8,38.2,0.343,0.346,-25,964.6311584553928
Drew Steckenrider,Miami Marlins,RP,58,89.1,36.8,0.323,0.352,-13,964.6311584553928
Nick Ramirez,Detroit Tigers,SP,312,86.1,29.3,0.321,0.314,18,963.6311584553928
Ryan Burr,Chicago White Sox,RP,86,90.5,36.2,0.3,0.289,32,963.6311584553928
Logan Webb,San Francisco Giants,SP,85,87.9,28.3,0.385,0.348,-32,963.6311584553928
Matt Wisler,Seattle Mariners,RP,211,87.7,35.3,0.332,0.299,17,963.6311584553928
Mike Shawaryn,Boston Red Sox,RP,77,91.9,39,0.418,0.386,-67,963.6311584553928
Jeremy Hellickson,Washington Nationals,SP,183,86,35.6,0.379,0.383,6,963.6311584553928
Matt Grace,Washington Nationals,RP,206,90.2,46.5,0.384,0.371,-17,963.6311584553928
CC Sabathia,New York Yankees,SP,435,86.7,31,0.361,0.312,1,963.6311584553928
Jesus Tinoco,Colorado Rockies,RP,133,88.2,37.8,0.389,0.382,17,962.6311584553928
Mike Mayers,St. Louis Cardinals,RP,81,90.2,43.1,0.403,0.393,-38,962.6311584553928
Hoby Milner,Tampa Bay Rays,SP,17,82.8,16.7,0.352,0.283,-37,962.6311584553928
Clay Holmes,Pittsburgh Pirates,RP,215,87.9,39.2,0.326,0.328,59,962.6311584553928
Jon Lester,Chicago Cubs,SP,690,88,35.6,0.343,0.347,9,962.6311584553928
Mike Montgomery,Kansas City Royals,SP,336,89.6,43.4,0.385,0.375,20,961.6311584553928
R.J. Alaniz,Cincinnati Reds,RP,56,91,51.2,0.404,0.366,-43,961.6311584553928
Zac Rosscup,Los Angeles Dodgers,RP,94,85.4,32.6,0.38,0.314,-37,961.6311584553928
Jimmy Nelson,Milwaukee Brewers,SP,85,86.4,35.3,0.453,0.409,-15,960.6311584553928
Austen Williams,Washington Nationals,SP,7,94.7,40,1.146,0.619,-40,959.6311584553928
Brendan McKay,Tampa Bay Rays,SP,171,89.5,41.4,0.345,0.311,-41,959.6311584553928
Kyle Dowdy,Texas Rangers,RP,110,90,40.5,0.381,0.396,-41,958.6311584553928
Jalen Beeks,Tampa Bay Rays,SP,441,87.7,35.8,0.342,0.341,-10,957.6311584553928
Danny Duffy,Kansas City Royals,SP,486,88.3,35.3,0.337,0.339,42,957.6311584553928
Matt Albers,Milwaukee Brewers,RP,249,86.1,32.1,0.302,0.309,-0,956.6311584553928
Jose Quijada,Miami Marlins,RP,129,89.5,51.6,0.427,0.384,-68,956.6311584553928
Matt Andriese,Arizona Diamondbacks,RP,267,87.9,32,0.321,0.283,82,955.6311584553928
Jeff Brigham,Miami Marlins,RP,127,89.3,41.3,0.354,0.341,26,955.6311584553928
Nick Vincent,Philadelphia Phillies,RP,158,89.4,38,0.359,0.331,-54,955.6311584553928
Jonathan Holder,New York Yankees,RP,181,88.2,34.2,0.323,0.299,-62,955.6311584553928
Jhoulys Chacin,Boston Red Sox,SP,413,88.2,42.8,0.356,0.349,-23,955.6311584553928
Asher Wojciechowski,Baltimore Orioles,SP,294,87.6,35.6,0.346,0.34,8,954.6311584553928
Mike Dunn,Colorado Rockies,RP,75,86.2,35.2,0.337,0.293,-11,954.6311584553928
Yacksel Rios,Pittsburgh Pirates,SP,31,82.2,31.8,0.367,0.401,-45,954.6311584553928
Ryne Stanek,Miami Marlins,RP,287,89.6,39.8,0.306,0.32,-76,953.6311584553928
Bryse Wilson,Atlanta Braves,SP,93,89.8,44.8,0.431,0.358,-1,953.6311584553928
Matt Wotherspoon,Baltimore Orioles,SP,26,86.7,28.6,0.517,0.542,-46,953.6311584553928
Branden Kline,Baltimore Orioles,RP,159,91.3,54.5,0.377,0.403,-34,953.6311584553928
Jordan Yamamoto,Miami Marlins,SP,282,89.9,40.1,0.287,0.313,-3,953.6311584553928
Zach Eflin,Philadelphia Phillies,SP,603,86.8,34.2,0.33,0.313,60,952.6311584553928
Matt Festa,Seattle Mariners,RP,101,87.2,39,0.36,0.342,-16,952.6311584553928
Drew Smyly,Philadelphia Phillies,SP,461,88.8,38.2,0.386,0.368,87,951.6311584553928
Touki Toussaint,Atlanta Braves,RP,198,87.1,32.5,0.355,0.316,-23,951.6311584553928
Robert Gsellman,New York Mets,RP,278,85.3,31.2,0.329,0.292,48,951.6311584553928
JT Chargois,Los Angeles Dodgers,RP,88,89.1,35.8,0.331,0.279,-9,950.6311584553928
Jaime Barria,Los Angeles Angels,SP,309,89,41.1,0.367,0.348,12,950.6311584553928
Pedro Araujo,Baltimore Orioles,SP,4,100.7,66.7,0.89,0.737,-49,950.6311584553928
Brady Rodgers,Houston Astros,SP,25,89.6,50,0.521,0.499,-49,950.6311584553928
Brad Brach,New York Mets,RP,222,89,39.3,0.342,0.328,18,949.6311584553928
Juan Nicasio,Philadelphia Phillies,RP,210,88.7,40,0.342,0.349,39,949.6311584553928
Gerardo Reyes,San Diego Padres,RP,81,87.1,27.9,0.335,0.287,-12,949.6311584553928
Dylan Bundy,Baltimore Orioles,SP,623,87.8,30.8,0.34,0.313,6,948.6311584553928
Dillon Peters,Los Angeles Angels,RP,251,88.1,37.6,0.364,0.342,6,948.6311584553928
Joe Palumbo,Texas Rangers,SP,54,90.4,39.5,0.475,0.41,-55,947.6311584553928
Reggie McClain,Seattle Mariners,RP,75,92.3,47.3,0.381,0.39,-46,947.6311584553928
Cody Allen,Los Angeles Angels,RP,116,94.3,54.5,0.415,0.412,-14,946.6311584553928
Trevor Rosenthal,Detroit Tigers,RP,85,85.4,34.2,0.367,0.411,12,946.6311584553928
Derek Law,Toronto Blue Jays,RP,249,88.5,38.4,0.336,0.324,34,946.6311584553928
Luis Garcia,Los Angeles Angels,RP,251,87.4,35.8,0.343,0.346,14,946.6311584553928
Cal Quantrill,San Diego Padres,SP,408,87,33,0.315,0.318,-61,945.6311584553928
Robbie Erlin,San Diego Padres,RP,232,87.4,35.3,0.343,0.343,6,945.6311584553928
Chris Archer,Pittsburgh Pirates,SP,526,88,39.5,0.338,0.346,35,945.6311584553928
Brock Stewart,Toronto Blue Jays,SP,86,88.2,27.3,0.4,0.311,21,944.6311584553928
Richard Lovelady,Kansas City Royals,RP,96,86.9,32.9,0.397,0.289,-56,944.6311584553928
Roenis Elias,Washington Nationals,RP,216,88,37.3,0.31,0.328,-51,944.6311584553928
Yefry Ramirez,Pittsburgh Pirates,SP,91,87.6,32.8,0.412,0.375,-5,943.6311584553928
Dominic Leone,St. Louis Cardinals,RP,157,90.3,39.4,0.349,0.363,24,943.6311584553928
Brian Johnson,Boston Red Sox,RP,164,88.5,37.7,0.408,0.335,9,943.6311584553928
Erasmo Ramirez,Boston Red Sox,SP,15,87.3,25,0.536,0.528,-56,943.6311584553928
Ryan Dull,New York Yankees,RP,59,89.8,50,0.527,0.466,-44,943.6311584553928
Tyler Thornburg,Boston Red Sox,RP,86,92.4,56.6,0.404,0.389,-7,943.6311584553928
Chris Devenski,Houston Astros,RP,277,88,35.7,0.346,0.309,-56,943.6311584553928
Reed Garrett,Detroit Tigers,RP,77,94.7,49.1,0.48,0.441,-61,943.6311584553928
Logan Allen,Cleveland Indians,SP,127,91.6,52.1,0.405,0.406,-24,942.6311584553928
Walker Lockett,New York Mets,SP,83,87.8,31.1,0.367,0.324,39,942.6311584553928
Thomas Pannone,Toronto Blue Jays,SP,294,89.4,39.2,0.331,0.343,6,942.6311584553928
Edwin Diaz,New York Mets,RP,234,89.9,45.8,0.355,0.283,-41,942.6311584553928
Andrew Suarez,San Francisco Giants,RP,121,90,37.8,0.402,0.384,39,941.6311584553928
Joe Ross,Washington Nationals,RP,253,87.3,37.1,0.369,0.36,-23,941.6311584553928
Tyler Bashlor,New York Mets,RP,90,89.7,44.4,0.382,0.359,-90,941.6311584553928
Austin Davis,Philadelphia Phillies,RP,73,89.4,39.5,0.42,0.392,-23,939.6311584553928
Dario Agrazal,Pittsburgh Pirates,SP,259,86,26.7,0.367,0.343,-16,939.6311584553928
Jeurys Familia,New York Mets,RP,237,87.6,37.3,0.367,0.329,-4,938.6311584553928
Tom Eshelman,Baltimore Orioles,RP,164,90.5,41.5,0.395,0.378,-8,938.6311584553928
Aaron Wilkerson,Milwaukee Brewers,RP,80,86.4,28.3,0.422,0.313,-11,938.6311584553928
Kelvin Herrera,Chicago White Sox,RP,209,86,32.9,0.364,0.344,21,937.6311584553928
Framber Valdez,Houston Astros,SP,319,89.5,41.1,0.338,0.321,11,937.6311584553928
Tommy Milone,Seattle Mariners,SP,401,86.8,31.4,0.33,0.328,55,937.6311584553928
Kyle Zimmer,Kansas City Royals,RP,81,85.2,37.3,0.427,0.403,-74,937.6311584553928
Joe Musgrove,Pittsburgh Pirates,SP,654,88.6,39.5,0.32,0.313,51,935.6311584553928
Drew Pomeranz,Milwaukee Brewers,SP,426,88.7,35.9,0.358,0.327,43,935.6311584553928
Matt Koch,Arizona Diamondbacks,RP,96,91.3,48.7,0.454,0.435,43,934.6311584553928
Kyle McGowin,Washington Nationals,RP,76,91,47.2,0.417,0.39,-26,932.6311584553928
Andrew Kittredge,Tampa Bay Rays,RP,175,87.3,35.3,0.32,0.282,38,931.6311584553928
Taylor Clarke,Arizona Diamondbacks,SP,311,89.7,40.5,0.368,0.36,-2,930.6311584553928
Merrill Kelly,Arizona Diamondbacks,SP,701,89.3,40,0.331,0.346,54,930.6311584553928
Shaun Anderson,San Francisco Giants,SP,403,86.8,37.8,0.348,0.354,2,930.6311584553928
Chance Adams,New York Yankees,RP,114,88.9,32.9,0.415,0.352,-11,930.6311584553928
Martin Perez,Minnesota Twins,SP,650,84.9,29,0.329,0.296,-26,929.6311584553928
Matthew Boyd,Detroit Tigers,SP,720,88.5,35.5,0.32,0.293,26,928.6311584553928
Chris Flexen,New York Mets,RP,70,89.6,46.8,0.353,0.344,25,928.6311584553928
Cole Irvin,Philadelphia Phillies,RP,148,85.6,30.2,0.373,0.369,-19,928.6311584553928
Adam Conley,Miami Marlins,RP,265,87.6,37.3,0.385,0.334,-4,927.6311584553928
Mike Leake,Arizona Diamondbacks,SP,759,90.7,43.3,0.346,0.351,33,927.6311584553928
Tanner Rainey,Washington Nationals,RP,180,89.8,48.8,0.326,0.34,5,927.6311584553928
Gabriel Ynoa,Baltimore Orioles,SP,419,90.2,41.4,0.355,0.357,51,925.6311584553928
Dylan Cease,Chicago White Sox,SP,281,88.8,39.8,0.37,0.328,19,925.6311584553928
Freddy Peralta,Milwaukee Brewers,SP,359,89.1,39.9,0.352,0.317,-50,923.6311584553928
Tyler Lyons,New York Yankees,SP,31,88.4,55,0.448,0.392,-76,923.6311584553928
Jeanmar Gomez,Texas Rangers,RP,73,90.4,33.9,0.407,0.364,-44,923.6311584553928
Parker Markel,Pittsburgh Pirates,RP,83,89.9,35.8,0.465,0.411,-27,923.6311584553928
Adalberto Mejia,Los Angeles Angels,RP,133,91.2,48.8,0.376,0.397,-32,922.6311584553928
Tyson Ross,Detroit Tigers,SP,162,89.2,43.2,0.368,0.388,-59,921.6311584553928
Jerad Eickhoff,Philadelphia Phillies,SP,245,87.8,39.1,0.369,0.345,-84,921.6311584553928
Josh Rogers,Baltimore Orioles,RP,69,92.6,50,0.459,0.449,-3,921.6311584553928
Chad Bettis,Colorado Rockies,RP,287,89.6,41.1,0.365,0.324,6,920.6311584553928
Vince Velasquez,Philadelphia Phillies,SP,453,89.6,40.9,0.351,0.334,18,919.6311584553928
Tyler Beede,San Francisco Giants,SP,464,91.1,44.1,0.357,0.351,48,919.6311584553928
Trevor Bauer,Cincinnati Reds,SP,853,88.3,37.6,0.324,0.314,32,919.6311584553928
Paul Sewald,New York Mets,RP,62,89.1,41.5,0.319,0.317,38,919.6311584553928
