last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Betts, Mookie,605141,2019,649,459,.289,.291,-.002,.516,.526,-.010,.380,.393,-.013
Acuna Jr., Ronald,660670,2019,642,402,.282,.275,.007,.514,.537,-.023,.372,.380,-.008
Semien, Marcus,543760,2019,640,476,.272,.259,.013,.491,.443,.048,.360,.341,.019
Merrifield, Whit,593160,2019,637,488,.302,.288,.014,.472,.432,.040,.348,.333,.015
Polanco, Jorge,593871,2019,621,463,.302,.280,.022,.492,.461,.031,.363,.347,.016
Freeman, Freddie,518692,2019,619,425,.300,.284,.016,.578,.557,.021,.404,.395,.009
Albies, Ozzie,645277,2019,610,458,.286,.279,.007,.481,.462,.019,.350,.345,.005
Escobar, Eduardo,500871,2019,607,448,.271,.255,.016,.533,.463,.070,.354,.332,.022
Bogaerts, Xander,593428,2019,606,428,.310,.276,.034,.574,.473,.101,.402,.360,.042
Hoskins, Rhys,656555,2019,605,348,.238,.218,.020,.481,.410,.071,.366,.345,.021
Devers, Rafael,646240,2019,604,462,.318,.300,.018,.575,.525,.050,.391,.371,.020
Villar, Jonathan,542340,2019,604,398,.280,.249,.031,.461,.394,.067,.346,.315,.031
Bregman, Alex,608324,2019,598,418,.297,.266,.031,.575,.443,.132,.415,.370,.045
Abreu, Jose,547989,2019,597,430,.281,.280,.001,.496,.502,-.006,.343,.356,-.013
Santana, Carlos,467793,2019,596,407,.288,.266,.022,.542,.481,.061,.398,.373,.025
Alonso, Pete,624413,2019,594,364,.267,.262,.005,.593,.530,.063,.398,.384,.014
Trout, Mike,545361,2019,593,349,.290,.303,-.013,.641,.641,.000,.440,.454,-.014
Harper, Bryce,547180,2019,593,344,.255,.271,-.016,.500,.522,-.022,.367,.385,-.018
Arenado, Nolan,571448,2019,586,454,.312,.271,.041,.583,.465,.118,.392,.340,.052
Soler, Jorge,624585,2019,584,357,.255,.263,-.008,.545,.557,-.012,.373,.386,-.013
Bellinger, Cody,641355,2019,584,401,.308,.326,-.018,.650,.634,.016,.429,.440,-.011
Bell, Josh,605137,2019,583,396,.278,.279,-.001,.573,.538,.035,.384,.380,.004
Goldschmidt, Paul,502671,2019,582,377,.257,.264,-.007,.464,.508,-.044,.341,.363,-.022
Hosmer, Eric,543333,2019,582,415,.284,.266,.018,.453,.419,.034,.332,.318,.014
Marte, Ketel,606466,2019,582,451,.328,.296,.032,.591,.494,.097,.408,.366,.042
Machado, Manny,592518,2019,579,407,.264,.262,.002,.472,.444,.028,.343,.337,.006
Donaldson, Josh,518626,2019,578,345,.262,.264,-.002,.535,.520,.015,.387,.387,.000
Martinez, J.D.,502110,2019,576,396,.312,.312,.000,.581,.584,-.003,.402,.412,-.010
Marte, Starling,516782,2019,575,445,.293,.306,-.013,.501,.503,-.002,.355,.367,-.012
Castellanos, Nicholas,592206,2019,574,408,.291,.272,.019,.521,.504,.017,.362,.355,.007
Pham, Tommy,502054,2019,574,387,.280,.279,.001,.467,.464,.003,.363,.366,-.003
Mancini, Trey,641820,2019,573,394,.274,.269,.005,.511,.476,.035,.361,.352,.009
Choo, Shin-Soo,425783,2019,573,351,.263,.257,.006,.456,.455,.001,.354,.355,-.001
Chapman, Matt,656305,2019,573,383,.258,.252,.006,.526,.492,.034,.368,.360,.008
Kepler, Max,596146,2019,573,413,.254,.257,-.003,.531,.444,.087,.365,.342,.023
Castro, Starlin,516770,2019,573,455,.272,.269,.003,.420,.415,.005,.302,.308,-.006
Story, Trevor,596115,2019,573,374,.297,.265,.032,.555,.459,.096,.383,.341,.042
DeJong, Paul,657557,2019,571,385,.246,.244,.002,.455,.430,.025,.334,.331,.003
Bryant, Kris,592178,2019,568,364,.280,.243,.037,.513,.443,.070,.380,.345,.035
Suarez, Eugenio,553993,2019,568,343,.261,.237,.024,.546,.463,.083,.369,.341,.028
LeMahieu, DJ,518934,2019,567,447,.331,.317,.014,.531,.509,.022,.385,.378,.007
Rosario, Amed,642708,2019,566,424,.286,.283,.003,.429,.400,.029,.320,.313,.007
Soto, Juan,665742,2019,564,366,.299,.292,.007,.581,.572,.009,.412,.413,-.001
Brantley, Michael,488726,2019,564,453,.324,.296,.028,.521,.456,.065,.383,.355,.028
Eaton, Adam,594809,2019,563,406,.288,.274,.014,.435,.401,.034,.353,.339,.014
Gordon, Alex,460086,2019,563,415,.264,.255,.009,.401,.418,-.017,.321,.331,-.010
Garcia, Leury,544725,2019,561,405,.277,.245,.032,.379,.345,.034,.297,.275,.022
Hernandez, Cesar,514917,2019,561,440,.282,.273,.009,.394,.360,.034,.313,.301,.012
Conforto, Michael,624424,2019,561,357,.259,.249,.010,.492,.471,.021,.361,.357,.004
Baez, Javier,595879,2019,560,377,.281,.267,.014,.532,.486,.046,.353,.335,.018
Galvis, Freddy,520471,2019,559,396,.263,.230,.033,.442,.364,.078,.311,.271,.040
Andrus, Elvis,462101,2019,558,444,.275,.270,.005,.398,.386,.012,.305,.309,-.004
Yelich, Christian,592885,2019,555,361,.326,.310,.016,.672,.606,.066,.444,.421,.023
Blackmon, Charlie,453568,2019,555,424,.319,.290,.029,.582,.499,.083,.395,.357,.038
Fletcher, David,664058,2019,555,457,.287,.298,-.011,.392,.376,.016,.320,.324,-.004
Lindor, Francisco,596019,2019,554,430,.298,.276,.022,.536,.449,.087,.367,.335,.032
Benintendi, Andrew,643217,2019,553,363,.281,.252,.029,.462,.433,.029,.350,.332,.018
Gurriel, Yuli,493329,2019,552,456,.305,.286,.019,.546,.415,.131,.373,.325,.048
Pillar, Kevin,607680,2019,551,449,.262,.256,.006,.457,.400,.057,.311,.296,.015
Rendon, Anthony,543685,2019,549,406,.338,.322,.016,.636,.591,.045,.434,.422,.012
Ahmed, Nick,605113,2019,546,397,.264,.259,.005,.448,.417,.031,.327,.323,.004
Rizzo, Anthony,519203,2019,546,379,.292,.291,.001,.523,.484,.039,.396,.389,.007
Grichuk, Randal,545341,2019,545,364,.232,.230,.002,.434,.392,.042,.305,.295,.010
Cain, Lorenzo,456715,2019,543,398,.250,.285,-.035,.352,.400,-.048,.295,.333,-.038
Calhoun, Kole,594777,2019,542,340,.237,.241,-.004,.477,.456,.021,.339,.339,.000
Belt, Brandon,474832,2019,539,352,.229,.243,-.014,.395,.441,-.046,.320,.348,-.028
Segura, Jean,516416,2019,539,438,.286,.268,.018,.434,.393,.041,.329,.311,.018
Torres, Gleyber,650402,2019,535,376,.283,.263,.020,.540,.485,.055,.370,.349,.021
Muncy, Max,571970,2019,534,312,.253,.270,-.017,.525,.512,.013,.380,.388,-.008
Ramirez, Jose,608070,2019,532,406,.254,.268,-.014,.463,.441,.022,.332,.341,-.009
Grandal, Yasmani,518735,2019,532,327,.249,.237,.012,.461,.450,.011,.361,.359,.002
Realmuto, J.T.,592663,2019,532,376,.276,.278,-.002,.483,.457,.026,.341,.344,-.003
Puig, Yasiel,624577,2019,532,374,.254,.261,-.007,.457,.450,.007,.325,.330,-.005
Robles, Victor,645302,2019,530,355,.251,.229,.022,.426,.358,.068,.322,.292,.030
Nunez, Renato,600524,2019,530,361,.248,.250,-.002,.469,.457,.012,.331,.333,-.002
Turner, Justin,457759,2019,530,384,.292,.284,.008,.518,.501,.017,.376,.375,.001
Votto, Joey,458015,2019,530,358,.262,.253,.009,.416,.431,-.015,.332,.340,-.008
Frazier, Adam,624428,2019,525,421,.280,.279,.001,.423,.399,.024,.326,.321,.005
Walker, Christian,572233,2019,524,327,.264,.264,.000,.478,.504,-.026,.352,.365,-.013
Moustakas, Mike,519058,2019,520,383,.260,.254,.006,.522,.479,.043,.357,.344,.013
Anderson, Brian,605119,2019,520,348,.261,.257,.004,.468,.443,.025,.346,.343,.003
Adames, Willy,642715,2019,516,336,.249,.241,.008,.404,.405,-.001,.309,.310,-.001
Heyward, Jason,518792,2019,515,355,.249,.259,-.010,.422,.389,.033,.325,.322,.003
Schwarber, Kyle,656941,2019,514,321,.236,.256,-.020,.515,.514,.001,.351,.367,-.016
Smith, Mallex,605480,2019,512,337,.239,.224,.015,.358,.301,.057,.293,.273,.020
