Name,Team,Position,PA,EV,HH%,wOBA,xwOBA,Trend,playerElo
Dillon Tate,Baltimore Orioles,RP,48,87.2,32.3,0.343,0.334,-16,984
Joe Mantiply,New York Yankees,SP,14,90.3,30,0.415,0.344,-16,984
Jimmy Herget,Cincinnati Reds,SP,16,86.8,33.3,0.511,0.446,-16,984
Alex Reyes,St. Louis Cardinals,SP,17,90.2,50,0.412,0.455,-16,984
Neil Ramirez,Toronto Blue Jays,RP,112,88.2,30.1,0.385,0.366,-19,984
Brad Peacock,Houston Astros,SP,370,89.9,41.3,0.308,0.295,-35,984
Jeffrey Springs,Texas Rangers,RP,129,88,37.8,0.368,0.342,2,983
Wei-Chieh Huang,Texas Rangers,SP,32,88.5,45.8,0.394,0.429,-17,983
Sam Gaviglio,Toronto Blue Jays,SP,353,87.8,34,0.302,0.299,47,983
Victor Caratini,Chicago Cubs,NA,9,89.5,37.5,0.395,0.384,-17,983
Jakob Junis,Kansas City Royals,SP,729,89.9,40.5,0.337,0.342,4,983
Randy Rosario,Chicago Cubs,RP,49,92.2,35.3,0.352,0.336,-18,982
Shawn Armstrong,Baltimore Orioles,RP,223,87.5,35.9,0.336,0.337,-39,982
Dinelson Lamet,San Diego Padres,SP,221,86.8,33.6,0.315,0.307,-4,981
Marco Gonzales,Seattle Mariners,SP,733,88.3,35.5,0.318,0.316,-0,981
Adam Plutko,Cleveland Indians,SP,361,87.9,30.1,0.333,0.318,-17,981
Daniel Mengden,Oakland Athletics,SP,244,88.7,35.4,0.317,0.335,-33,980
Jake Diekman,Oakland Athletics,RP,244,87.9,33.9,0.304,0.308,-14,980
Joe Harvey,New York Yankees,RP,48,88.8,44.8,0.361,0.336,-21,979
Jonathan Loaisiga,New York Yankees,RP,97,89.2,38.7,0.358,0.318,-13,979
Austin Pruitt,Tampa Bay Rays,RP,155,86.8,35.4,0.324,0.305,24,979
Caleb Ferguson,Los Angeles Dodgers,RP,174,86.2,35.3,0.33,0.34,38,979
Wily Peralta,Kansas City Royals,RP,176,89.9,40.5,0.367,0.373,-47,979
Luis Escobar,Pittsburgh Pirates,SP,29,88.2,45.5,0.502,0.444,-21,979
Jose Manuel Fernandez,Detroit Tigers,NA,23,90,33.3,0.48,0.36,-22,978
Elvis Luciano,Toronto Blue Jays,RP,138,89.7,41.1,0.396,0.35,-22,978
Robert Dugger,Miami Marlins,SP,79,90.4,42.9,0.319,0.347,9,978
Nathan Eovaldi,Boston Red Sox,RP,194,91,42.1,0.375,0.324,-16,978
Yennsy Diaz,Toronto Blue Jays,SP,7,96.8,66.7,0.519,0.496,-22,978
Alex Wilson,Milwaukee Brewers,RP,57,88.8,42.9,0.407,0.349,-58,977
Ivan Nova,Chicago White Sox,SP,717,88.6,40,0.354,0.35,-69,976
Jose Alvarado,Tampa Bay Rays,RP,146,87.4,33.8,0.331,0.338,-76,976
Ryan Garton,Seattle Mariners,SP,14,91.8,58.3,0.485,0.546,-24,976
Hernan Perez,Milwaukee Brewers,NA,11,91.4,50,0.386,0.399,-24,976
Trevor Kelley,Boston Red Sox,SP,6,96,75,0.467,0.384,-24,976
Ehire Adrianza,Minnesota Twins,NA,8,94.8,42.9,0.722,0.608,-24,976
Edinson Volquez,Texas Rangers,SP,47,93,60,0.438,0.453,-24,976
Luke Gregerson,St. Louis Cardinals,RP,27,90.3,33.3,0.409,0.307,-24,976
Taylor Guilbeau,Seattle Mariners,RP,33,88.1,37.5,0.313,0.305,-24,976
Kenta Maeda,Los Angeles Dodgers,SP,581,85.5,29.3,0.283,0.276,1,976
Scott Alexander,Los Angeles Dodgers,RP,76,90.3,37.3,0.311,0.351,-52,975
Justus Sheffield,Seattle Mariners,SP,79,91.4,46,0.384,0.336,13,975
Devin Williams,Milwaukee Brewers,RP,48,85.3,27.3,0.403,0.345,-25,975
Sandy Alcantara,Miami Marlins,SP,694,87,33.7,0.316,0.324,-23,975
Wilmer Font,Toronto Blue Jays,RP,303,89.2,37.4,0.337,0.299,22,975
Drew Anderson,Philadelphia Phillies,SP,30,90.4,38.9,0.326,0.37,-26,974
Alex Young,Arizona Diamondbacks,SP,242,87.3,33.5,0.293,0.308,12,974
Brian Dozier,Washington Nationals,NA,5,88.2,40,0.646,0.328,-26,974
Aaron Loup,San Diego Padres,SP,14,83.9,42.9,0.251,0.225,-26,974
Paul Fry,Baltimore Orioles,RP,223,87.2,35.6,0.317,0.316,-62,974
Tyler Skaggs,Los Angeles Angels,SP,335,88.1,33.2,0.3,0.322,46,973
Rookie Davis,Pittsburgh Pirates,SP,51,87.2,39.4,0.425,0.358,-27,973
James Bourque,Washington Nationals,SP,6,102.1,100,0.788,0.569,-27,973
Eric Skoglund,Kansas City Royals,SP,44,90.4,41.7,0.396,0.401,-27,973
Jerry Blevins,Atlanta Braves,RP,123,87.4,39.7,0.299,0.347,21,973
Genesis Cabrera,St. Louis Cardinals,SP,59,85.2,29.3,0.379,0.384,-23,973
Rico Garcia,Colorado Rockies,SP,25,91.4,50,0.546,0.494,-27,973
Carlos Carrasco,Cleveland Indians,SP,287,90.9,47.4,0.365,0.329,-99,973
Phillip Diehl,Colorado Rockies,SP,12,92,42.9,0.532,0.51,-27,973
Dan Jennings,Washington Nationals,RP,32,88.2,40,0.41,0.387,-27,973
Tyler Chatwood,Chicago Cubs,SP,293,86.9,34.8,0.325,0.336,12,972
Sean Poppen,Minnesota Twins,SP,36,90.6,50,0.419,0.361,-28,972
Eric Yardley,San Diego Padres,SP,17,89.5,42.9,0.441,0.382,-28,972
Ryan Brasier,Boston Red Sox,RP,210,88.2,32.9,0.317,0.346,-47,972
Chase De Jong,Minnesota Twins,SP,9,88.7,33.3,0.646,0.603,-28,972
Griffin Canning,Los Angeles Angels,SP,384,87,31.6,0.316,0.297,18,972
Jason Adam,Toronto Blue Jays,RP,56,85.7,23.7,0.278,0.295,32,972
Mike Montgomery,Kansas City Royals,SP,317,90,44.3,0.379,0.376,38,972
Ryne Harper,Minnesota Twins,RP,205,88.2,36.2,0.292,0.31,-35,972
Jairo Diaz,Colorado Rockies,RP,192,90.7,44.7,0.33,0.28,-16,972
DJ Johnson,Colorado Rockies,RP,80,90.7,41.3,0.347,0.361,-26,971
Yency Almonte,Colorado Rockies,RP,123,89.8,39.6,0.344,0.393,-37,971
Chris Owings,Kansas City Royals,NA,12,95.7,63.6,0.711,0.596,-29,971
Kolby Allard,Texas Rangers,SP,119,87.3,37,0.292,0.292,39,971
Pedro Payano,Texas Rangers,SP,103,86.7,40,0.389,0.399,-60,971
Carlos Torres,Detroit Tigers,SP,29,87.8,21.1,0.41,0.34,-29,971
Seunghwan Oh,Colorado Rockies,RP,88,89.4,36.4,0.416,0.4,-77,971
Jose Ruiz,Chicago White Sox,RP,164,86.6,29.6,0.38,0.35,6,971
Peter Fairbanks,Tampa Bay Rays,RP,55,91.2,48.3,0.386,0.368,-38,970
Robert Stock,San Diego Padres,RP,56,91.6,40.6,0.389,0.357,-79,970
Brett Martin,Texas Rangers,RP,242,90.4,40.2,0.323,0.321,-10,970
Andrew Cashner,Boston Red Sox,SP,580,89.4,40.7,0.316,0.346,33,970
Gio Gonzalez,Milwaukee Brewers,SP,286,87.6,36.1,0.324,0.348,-43,969
Brent Suter,Milwaukee Brewers,SP,10,85.4,37.5,0.446,0.365,-31,969
Jonny Venters,Washington Nationals,RP,49,96.1,58.3,0.456,0.428,-31,969
Juan Minaya,Chicago White Sox,RP,126,89.6,42.2,0.365,0.307,-31,969
Mike Foltynewicz,Atlanta Braves,SP,401,88,39.4,0.352,0.342,32,969
Daniel Descalso,Chicago Cubs,NA,5,89.3,40,0.646,0.552,-31,969
Chad Sobotka,Atlanta Braves,RP,117,89.8,31.3,0.338,0.322,-9,969
Blaine Hardy,Detroit Tigers,RP,182,84.8,29.3,0.313,0.332,-45,968
Ricardo Pinto,Tampa Bay Rays,SP,13,80.4,36.4,0.489,0.446,-32,968
Allen Webster,Chicago Cubs,RP,52,89.5,43.2,0.367,0.368,-3,968
Colten Brewer,Boston Red Sox,RP,224,87.9,29.7,0.352,0.326,-27,967
German Marquez,Colorado Rockies,SP,721,90.2,43.1,0.315,0.323,7,967
Stephen Nogosek,New York Mets,RP,34,89.5,30.8,0.436,0.384,-33,967
Matt Magill,Seattle Mariners,RP,202,90.5,45.2,0.327,0.324,15,967
Jose Urquidy,Houston Astros,SP,102,85.8,31.1,0.343,0.309,-18,967
Ryne Stanek,Miami Marlins,RP,279,89.5,39,0.303,0.321,-61,967
Daniel Stumpf,Detroit Tigers,RP,127,90.2,45.5,0.356,0.331,5,967
Jake Faria,Milwaukee Brewers,RP,62,87.1,41.5,0.384,0.341,-4,967
Deolis Guerra,Milwaukee Brewers,SP,6,86.2,16.7,0.77,0.487,-34,966
Austin Romine,New York Yankees,NA,7,98,85.7,0.871,0.558,-34,966
Gregory Soto,Detroit Tigers,RP,240,90.3,41.3,0.368,0.365,18,966
Dylan Moore,Seattle Mariners,NA,10,98,75,0.576,0.504,-34,966
Francisco Liriano,Pittsburgh Pirates,RP,274,85.3,30.9,0.319,0.318,12,966
Richard Urena,Toronto Blue Jays,NA,8,84.8,14.3,0.709,0.393,-35,965
Travis Bergen,San Francisco Giants,RP,85,90.9,45.6,0.341,0.386,-5,965
John Schreiber,Detroit Tigers,SP,24,85.4,33.3,0.47,0.42,-35,965
Matt Moore,Detroit Tigers,SP,33,85.6,30.4,0.1,0.206,-35,965
Gerardo Parra,Washington Nationals,NA,5,88.4,0,0.727,0.651,-35,965
Williams Jerez,San Francisco Giants,RP,29,90.1,52.6,0.416,0.422,-35,965
Hunter Strickland,Washington Nationals,RP,64,87.9,30.2,0.282,0.307,10,965
Ranger Suarez,Philadelphia Phillies,RP,166,86.7,34.2,0.328,0.303,18,964
Miguel Diaz,San Diego Padres,RP,29,88.4,31.8,0.444,0.36,-36,964
Corbin Martin,Houston Astros,SP,92,90.3,45.9,0.426,0.35,-42,964
Tim Hill,Kansas City Royals,RP,119,86.2,35,0.315,0.307,1,964
Tim Peterson,New York Mets,RP,35,88.1,25,0.367,0.397,-37,963
Carl Edwards Jr.,San Diego Padres,RP,78,87.5,31.1,0.306,0.359,-27,963
Mike Ford,New York Yankees,NA,12,91.4,36.4,0.654,0.463,-37,963
Tyler Mahle,Cincinnati Reds,SP,460,88.8,37.9,0.319,0.308,-9,963
Fernando Rodney,Washington Nationals,RP,166,87.7,38.8,0.334,0.317,26,963
Ryan Feierabend,Toronto Blue Jays,SP,29,87.6,33.3,0.458,0.341,-37,963
Dan Winkler,Atlanta Braves,RP,93,89.7,35.6,0.342,0.355,-70,962
Josh Sborz,Los Angeles Dodgers,SP,17,91.5,21.4,0.519,0.478,-38,962
David Price,Boston Red Sox,SP,458,88,38.3,0.323,0.307,-59,961
Cody Anderson,Cleveland Indians,SP,46,86.5,35.7,0.429,0.394,-39,961
Jake Barrett,New York Yankees,SP,19,90.4,30.8,0.505,0.395,-39,961
David Carpenter,Texas Rangers,SP,19,98.2,61.5,0.367,0.478,-39,961
Cal Quantrill,San Diego Padres,SP,383,87.3,33.3,0.301,0.314,-82,961
Corey Kluber,Cleveland Indians,SP,168,86,38.4,0.356,0.329,-29,961
Asher Wojciechowski,Baltimore Orioles,SP,280,87.7,36.4,0.34,0.337,-22,960
Jose Quijada,Miami Marlins,RP,117,88.4,47.4,0.413,0.381,-46,960
Joe Jimenez,Detroit Tigers,RP,222,87.9,33.3,0.346,0.311,-7,960
Kyle Crick,Pittsburgh Pirates,RP,222,85.5,28.7,0.352,0.314,-69,960
Alex Gordon,Kansas City Royals,NA,17,87,40,0.559,0.424,-41,959
Brian Flynn,Kansas City Royals,RP,139,88,36.1,0.382,0.385,-51,959
JC Ramirez,Los Angeles Angels,RP,34,90.1,46.4,0.343,0.36,-41,959
Donnie Hart,New York Mets,SP,29,85.8,36.4,0.199,0.325,-41,959
Lucas Sims,Cincinnati Reds,RP,135,86.9,29.7,0.311,0.26,-5,959
Zach Davies,Milwaukee Brewers,SP,581,87.3,34.5,0.328,0.345,3,959
Dennis Santana,Los Angeles Dodgers,SP,27,86.4,26.7,0.417,0.364,-41,959
Sean Reid-Foley,Toronto Blue Jays,SP,150,89.1,36.7,0.355,0.338,-30,958
Robby Scott,Arizona Diamondbacks,SP,21,74.9,18.2,0.393,0.327,-42,958
Daniel Zamora,New York Mets,RP,33,86.2,33.3,0.429,0.356,-42,958
Matt Wisler,Seattle Mariners,RP,208,87.5,34.8,0.324,0.292,-3,958
Trey Wingenter,San Diego Padres,RP,196,89.1,37.3,0.286,0.294,-83,957
Huascar Ynoa,Atlanta Braves,SP,16,91.1,50,0.486,0.374,-43,957
Taylor Cole,Los Angeles Angels,RP,199,87,39.4,0.338,0.326,-80,956
Heath Fillmyer,Kansas City Royals,SP,72,93.6,50.9,0.416,0.416,-38,956
Steven Matz,New York Mets,SP,572,88.2,39.4,0.324,0.323,10,956
Lou Trivino,Oakland Athletics,RP,259,85.8,32.5,0.34,0.3,-46,955
Jon Duplantier,Arizona Diamondbacks,RP,126,88.7,40.5,0.34,0.36,-62,955
Ryan Borucki,Toronto Blue Jays,SP,40,93.8,53.6,0.542,0.456,-45,955
Hector Santiago,Chicago White Sox,RP,115,87.9,35.5,0.383,0.365,15,955
Dillon Maples,Chicago Cubs,RP,45,85.4,36.8,0.352,0.362,-45,955
Adbert Alzolay,Chicago Cubs,SP,54,88.2,41.2,0.393,0.367,-48,955
Brad Boxberger,Kansas City Royals,RP,122,85.3,33.8,0.329,0.311,-24,955
Jefry Rodriguez,Cleveland Indians,SP,190,90.2,43.9,0.328,0.335,-20,955
Homer Bailey,Oakland Athletics,SP,604,89.9,38.5,0.32,0.329,17,954
Javy Guerra,Washington Nationals,RP,7,98.7,66.7,1.156,0.876,-46,954
Mike Mayers,St. Louis Cardinals,RP,75,90.1,42.6,0.39,0.396,-47,954
Jaime Schultz,Los Angeles Dodgers,SP,22,91.6,43.8,0.416,0.359,-46,954
Adrian Morejon,San Diego Padres,SP,42,90.5,50,0.44,0.398,-46,954
Tanner Anderson,Oakland Athletics,SP,105,88.6,43,0.345,0.35,-51,953
Jacob Rhame,New York Mets,RP,30,87.2,31.3,0.368,0.381,-47,953
Jason Vargas,Philadelphia Phillies,SP,545,85.9,33,0.316,0.314,-37,952
Evan Marshall,Chicago White Sox,RP,167,86.9,34.2,0.302,0.313,-60,952
Chris Rusin,Colorado Rockies,SP,9,88.8,50,0.767,0.669,-48,952
Taylor Hearn,Texas Rangers,SP,8,92.3,50,0.718,0.557,-48,952
Austin Brice,Miami Marlins,RP,199,88,35.9,0.295,0.291,-44,952
Kyle Bird,Texas Rangers,RP,65,88.9,30.6,0.415,0.411,-33,952
Alex Wood,Cincinnati Reds,SP,153,87.8,33.6,0.386,0.371,-19,952
Matt Bowman,Cincinnati Reds,RP,103,84.5,27.4,0.299,0.263,-41,952
Jake Jewell,Los Angeles Angels,RP,76,89,43.1,0.405,0.356,-2,951
Luis Ortiz,Baltimore Orioles,SP,18,93.4,44.4,0.53,0.497,-49,951
Jose Berrios,Minnesota Twins,SP,738,86.8,32.9,0.309,0.304,-23,951
Chris Mazza,New York Mets,RP,58,92.2,59.1,0.457,0.427,-42,951
Josh Osich,Chicago White Sox,RP,229,88,36.4,0.332,0.322,26,951
Bobby Poyner,Boston Red Sox,SP,23,91,52.9,0.572,0.502,-49,951
